,id,url,fullName,parkCode,description,latitude,longitude,latLong,states,directionsInfo,directionsUrl,weatherInfo,name,designation,relevanceScore,address_postalCode,address_city,address_stateCode,address_countryCode,address_provinceTerritoryCode,address_line1,address_type,address_line3,address_line2,images_credit,images_title,images_altText,images_caption,images_url,park_phoneNumber,park_emailAddress
88,22177869-21C7-49A1-961C-3F2114F01007,https://www.nps.gov/chyo/index.htm,Charles Young Buffalo Soldiers National Monument,chyo,"Throughout his life, Charles Young overcame countless obstacles in his ascent to prominence. In spite of overt racism and stifling inequality, Young rose through the military ranks to become one of the most respected leaders of his time. A well-rounded man with a steadfast devotion to duty, Young led by example and inspired a generation of new leaders.",39.70817829,-83.89328575,"lat:39.70817829, long:-83.89328575",OH,"""Youngsholm"" is located in Wilberforce, Ohio near Wilberforce University. It is situated less than one mile west of the Wilberforce University and Central State University campuses on U.S. Route 42 at 1120 US Route 42 E.",http://www.nps.gov/chyo/planyourvisit/directions.htm,"The park lies in a humid continental zone with a generally temperate climate. Winters are mildly cold with average temperatures around 29 degrees (F). Summers are hot and humid with an average temperature around 74 degrees (F). Average annual total rainfall is just under 40"". Snowfall in the winter is generally light with an average total snowfall of about 22"".",Charles Young Buffalo Soldiers,National Monument,1.0,45384,Wilberforce,OH,US,,P.O. Box 428,Mailing,,,Library of Congress,Advancing in the jungle in the South Pacific,Three African American soldiers holding rifles and walking amongst tall grass and brush,"Buffalo Soldiers of the 93rd Infantry advance cautiously in a jungle somewhere in the South Pacific, c.1945",https://www.nps.gov/common/uploads/structured_data/07FCAC28-047A-5B9D-C5DA8AFC6C63ED1D.jpg,9373526757,chyo_info@nps.gov
89,021F297B-D672-4794-8C5E-BB58743F252A,https://www.nps.gov/chat/index.htm,Chattahoochee River National Recreation Area,chat,"Today the river valley attracts us for so many reasons. Take a solitary walk to enjoy nature’s display, raft leisurely through the rocky shoals with friends, fish the misty waters as the sun comes up, or have a picnic on a Sunday afternoon. Get Outdoors and experience your Chattahoochee River National Recreation Area as you have never done before.",33.99698333,-84.28953177,"lat:33.99698333, long:-84.28953177",GA,"To find the Island Ford Visitor Center enter the physical address, 8800 Roberts Drive, Sandy Springs, GA 30350, into your GPS unit or your favorite map software. Once you have arrived at the park entrance turn onto Island Ford Parkway and follow the signs to the park headquarters.",http://www.nps.gov/chat/planyourvisit/directions.htm,"Summers typically consist of long spells of warm, humid weather. Average highs are in the lower 90's and overnight lows range from the upper 60's to lower 70's. Winters are more variable with highs averaging from the mid 50's to lower 60's while the lows average in the mid 30's. Oftentimes, stretches of mild weather will alternate with cold spells. Spring and Autumn seasons are characterized by much variability from day to day and from year to year.",Chattahoochee River,National Recreation Area,1.0,30350,Sandy Springs,GA,US,,1978 Island Ford Parkway,Mailing,,,NPS/Tom Wilson,Inviting Trail,Trail heading off under a canopy of trees.,Trails along the Chattahoochee River are calling you to visit.,https://www.nps.gov/common/uploads/structured_data/C9265B1A-1DD8-B71B-0B8D232058D0E4C9.jpg,678-538-1200,chat_superintendent@nps.gov
90,9192FFEE-4D88-4A03-A054-F47C33F0C3E9,https://www.nps.gov/choh/index.htm,Chesapeake & Ohio Canal National Historical Park,choh,"Preserving America's early transportation history, the C&O Canal began as a dream of passage to Western wealth. Operating for nearly 100 years the canal was a lifeline for communities along the Potomac River as coal, lumber, and agricultural products floated down the waterway to market. Today it endures as a pathway for discovering historical, natural, and recreational treasures.",39.000283692,-77.2481399539,"lat:39.000283692, long:-77.2481399539","DC,MD,WV","The park has numerous access points. There is no main entrance. In Washington, DC, the C&O Canal begins in Georgetown on 29th Street NW, south of M Street, and runs alongside Canal Road / Clara Barton Parkway out of DC to the west. The entrance to Great Falls is at Canal Road and MacArthur Blvd in Potomac, MD. Park Headquarters and the Williamsport Visitor Center are located off I-81 at exit 2. Cumberland Visitor Center is off I-68 at exit 43C. See the maps page for more.",http://www.nps.gov/choh/planyourvisit/directions.htm,"The Washington, DC, area has a four-season Mid-Atlantic climate. Summertime is warm and humid, while winter can be cold and snowy. Precipitation averages 2-4” monthly, year-round. The climate gradually gets cooler and wetter further west along the canal where the elevation is higher.",Chesapeake & Ohio Canal,National Historical Park,1.0,21795,Williamsport,MD,US,,142 W. Potomac St.,Mailing,,,NPS photo/Buckner,Charles F. Mercer Replica Canal Boat,A replica double decker canal boat is being pulled upstream by mules.,"Mule-drawn canal boat rides are offered at Great Falls Tavern, April through October.",https://www.nps.gov/common/uploads/structured_data/3C7F149D-1DD8-B71B-0BF4E52DDA5B4834.jpg,301-739-4200,CHOH_Information@nps.gov
91,25554F74-A4AB-4C49-9071-341F00F0DAB8,https://www.nps.gov/cbpo/index.htm,Chesapeake Bay,cbpo,"Over 41 million acres are connected through the waters that flow to and through Chesapeake Bay. The National Park Service strives to connect people to the opportunities and adventures throughout the watershed. Inspiring stewardship across this vast region supports recreation, business, tourism, learning, and a thriving natural resource for all to enjoy.",38.971601,-76.483355,"lat:38.971601, long:-76.483355","DC,DE,MD,NY,PA,VA,WV","The Chesapeake Bay office is located off of Aris T. Allen Blvd in Annapolis, Maryland. Traveling east on Route 50, take the exit towards Riva road and 665, Aris T. Allen Blvd. Continue on 665 to Forest drive. Our office is on the left through the first light, across from the Safeway.",https://www.nps.gov/chba/planyourvisit/directions-and-transportation.htm,"Annapolis, Maryland has a warm humid temperate climate with hot summers and no dry season. Over the course of a year, the temperature typically varies from 29°F to 86°F and is rarely below 19°F or above 91°F. The warm season lasts from May 30 to September 18 with an average daily high temperature above 77°F. The cold season lasts from November 29 to March 4 with an average daily high temperature below 50°F.",Chesapeake Bay,,1.0,21401,Annapolis,MD,US,,1750 Forest Drive,Mailing,,Suite 140,Susquehanna Greenway Partnership,Kayak Kids,Four youngsters paddle kayaks on calm waters of the Susquehanna River,Four youngsters paddle kayaks on calm waters of the Susquehanna River in Pennsylvania.,https://www.nps.gov/common/uploads/structured_data/3C826C46-1DD8-B71B-0B35810F198CDD66.jpg,4102602470,chesapeake_info@nps.gov
92,FD536267-125D-4CEB-8978-2B2767C3B2FF,https://www.nps.gov/chch/index.htm,Chickamauga & Chattanooga National Military Park,chch,"In 1863, Union and Confederate forces fought for control of Chattanooga, known as the ""Gateway to the Deep South."" The Confederates were victorious at nearby Chickamauga in September. However, renewed fighting in Chattanooga that November provided Union troops victory and control of the city. After the fighting, a Confederate soldier ominously wrote, ""This...is the death-knell of the Confederacy.""",34.94317623,-85.28749537,"lat:34.94317623, long:-85.28749537","GA,TN","From I-75, take exit 350 onto Battlefield Parkway (GA HWY 2) and continue to the intersection of Battlefield Parkway and LaFayette Road. Turn left onto LaFayette Road and continue for approximately 1 mile. The visitor center will be on the right. From I-24, take exit 180 onto Rossville Boulevard (US HWY 27). Continue south to the intersection of Battlefield Parkway. Drive through the intersection, continuing on the LaFayette Road. The visitor center will be on the right.",http://www.nps.gov/chch/planyourvisit/directions.htm,"The climate in northern Georgia is generally temperate. Short, cool winters give relief from hot summers. Most visitors enjoy this area during long, mild fall and spring seasons.",Chickamauga & Chattanooga,National Military Park,1.0,30742,Fort Oglethorpe,GA,US,,3370 LaFayette Road,Mailing,,,NPS Photo,Living Historians on Orchard Knob in Chattanooga,Living Historians on Orchard Knob,Confederate soldiers stand watch from Orchard Knob during the 150th anniversary of the Battles for Chattanooga in 2013.,https://www.nps.gov/common/uploads/structured_data/3C7C10A1-1DD8-B71B-0BF44242A1B713F9.jpg,706-866-9241,chch_information@nps.gov
93,16809469-7649-4DFA-9C76-57F2B9946DDC,https://www.nps.gov/chic/index.htm,Chickasaw National Recreation Area,chic,"Springs, streams, lakes - whatever its form, water is the attraction at Chickasaw National Recreation Area.",34.46050507,-97.00715669,"lat:34.46050507, long:-97.00715669",OK,From US I-35 drive through the towns of Davis and towards the town of Sulphur. There are a variety of destinations in the park to choose from.,http://www.nps.gov/chic/planyourvisit/directions.htm,"Summers are hot and humid. Temperatures above 100ºF occur, and humidity often exceeds 50%. Winters are mild and prolonged freezes are rare. Thunderstorms are common April through July.",Chickasaw,National Recreation Area,1.0,73086,Sulphur,OK,US,,901 W. 1st Street,Mailing,,,NPS Photo,Hiking to Buffalo Springs,Two people hiking over a water feature,"Two people walk towards Buffalo Springs, one of the park's many fresh water springs",https://www.nps.gov/common/uploads/structured_data/3C81C66C-1DD8-B71B-0B93E7FF7118D3CE.jpg,5806227234,chic_interpretation@nps.gov
94,E98D419A-A118-49D5-89AF-3C4F9BE7372D,https://www.nps.gov/chir/index.htm,Chiricahua National Monument,chir,"A ""Wonderland of Rocks"" is waiting for you to explore at Chiricahua National Monument. The 8-mile paved scenic drive and 17-miles of day-use hiking trails provide opportunities to discover the beauty, natural sounds, and inhabitants of this 12,025 acre site. Visit the Faraway Ranch Historic District to discover more about the people who have called this area home.",32.01214618,-109.341607,"lat:32.01214618, long:-109.341607",AZ,Chiricahua National Monument is located 120 miles southeast of Tucson. Take I-10 east from Tucson to the first exit for Willcox. Travel 3 miles into town to the stoplight and turn right. You will follow Arizona State Highway 186 for 32 miles to the junction of Arizona State Highway 181. Turn left and 4 miles later you will be at the Chiricahua entrance station. Maximum vehicle length is 29 feet to drive beyond the visitor center. A hiking shuttle is available daily at 9 am from the visitor center.,http://www.nps.gov/chir/planyourvisit/directions.htm,"Chiricahua National Monument ranges from 5,124 feet / 1,562 meters in elevation at the entrance station to 7,310 feet / 2,228 meters at the summit of Sugarloaf Mountain. You can enjoy the differences of four seasons. http://www.nps.gov/chir/planyourvisit/weather.htm",Chiricahua,National Monument,1.0,85643,Willcox,AZ,US,,12856 E Rhyolite Creek Rd,Mailing,,,NPS Photo,Big Balanced Rock,Large rock balanced on a small point,Big Balanced Rock,https://www.nps.gov/common/uploads/structured_data/7FE6F9B0-D4CD-1197-71F96888A81D16D3.jpg,5208243560,chir_interpretation@nps.gov
95,A6290572-1871-4285-90F5-7C313FE2583E,https://www.nps.gov/chri/index.htm,Christiansted National Historic Site,chri,"Christiansted National Historic Site was established in 1952 as the first unit of the National Park Service in the Virgin Islands of the United States. Covering over seven acres the park tells the stories about Danish economy and ways of life, and the interactions of people in Europe, Africa, West Indies, and North America during the Danish era of occupation of the Virgin Islands (1734-1917).",17.7468,-64.7022,"lat:17.7468, long:-64.7022",VI,"To Christiansted National Historic Site from Henry E. Rohlsen Airport: Drive east on Route 64 to Melvin Edwards Highway (Route 66). Turn right and continue for 4.8 miles (7.2 kilometers). Continue straight onto Old Centerline Road (Queen Mary Highway), and continue straight onto the Christiansted Bypass 3.7 miles (5.9 km). Turn left onto Hospital Street. The parking lot for Christiansted National Historic Site will be on your right.",https://www.nps.gov/chri/planyourvisit/directions.htm,"Welcome to the tropics! Temperatures do not vary much by season. Highs are usually in the upper 80s and lows are typically in the mid-70s. Pop-up showers and storms are common and usually pass quickly. Atlantic hurricane season runs June 1 - November 30, however tropical systems can occur at any time. St. Croix lies in an active tectonic zone. Earthquakes can and do occur. If you feel shaking and hear sires, follow the tsunami evacuation signs to higher ground.",Christiansted,National Historic Site,1.0,00820,Christiansted,VI,US,,2100 Church St. #100,Mailing,,,Library of Congress,Young Alexander Hamilton,"Drawing of Alexander Hamilton, age 18","Alexander Hamilton spent his youth on St. Croix, from 1765 until 1772. This drawing was made shortly after he left the island.",https://www.nps.gov/common/uploads/structured_data/E6AB4AC9-1DD8-B71B-0BFB50E1E315DEA0.jpg,(340) 773.1460,CHRI_Webmail@nps.gov
96,FC72FEF5-362F-4C9B-B6A1-88FA559D84CE,https://www.nps.gov/ciro/index.htm,City Of Rocks National Reserve,ciro,"Emigrants of the California Trail describe the rocks here in vivid detail as ""a city of tall spires,” “steeple rocks,"" and ""the silent city."" Today, this backcountry byway attracts rock climbers, campers, hikers, hunters, and those with the spirit of adventure. There's inspirational scenery, exceptional opportunities for geologic study, and remnants of the Old West awaiting your discovery.",42.0699024,-113.7124097,"lat:42.0699024, long:-113.7124097",ID,"From Boise: take I-84 East to exit 216 (Declo); go south on Highway 77 to Conner Creek Junction; turn right (west) on Highway 77 Spur to Almo. The visitor center and the park entrance are south of the post office and businesses. From Pocatello: take I-86 West to I-84 West to exit 216 and proceed as above. From Salt Lake City: take I-84 west to exit 245 (Sublette), turn left and go west to Malta. From Malta take Highway 77. Take Highway 77 Spur to Almo.",http://home.nps.gov/ciro/planyourvisit/directions.htm,"City of Rocks is located in south-central Idaho within the northern edge of the Basin and Range geologic province. Outdoor recreation can be pleasant from April through October. Summers are generally dry with 10 to 15 inches of precipitation in winter and spring. Summer temperatures range widely with night time lows occasionally approaching freezing and midday highs nearing 100° F; however, the typical range of low and high temperature is 45-85. Thunderstorms are common in the summer months (June - August)",City Of Rocks,National Reserve,1.0,83312,Almo,ID,US,,City of Rocks National Reserve,Mailing,,P.O. Box 169,NPS Photo,Silent City of Rocks,Snowy granite pinnacles.,Winter is a great time to experience quiet and solitude in City of Rocks.,https://www.nps.gov/common/uploads/structured_data/07DCF410-D6AB-025C-FB46E259857A1BD6.jpg,208-824-5901,ciro_superintendent@nps.gov
97,8A6C3A35-C48B-4125-82E1-939A1B3A535C,https://www.nps.gov/cwdw/index.htm,Civil War Defenses of Washington,cwdw,"On forested hills surrounding the nation's capital are the remnants of a complex system of Civil War fortifications. These strategic buttresses transformed the young capital into one of the world's most fortified cities. By 1865, 68 forts and 93 batteries armed with over 800 cannons encircled Washington, DC. Today, you can visit 17 of the original sites now managed by the National Park Service.",38.9644,-77.0292,"lat:38.9644, long:-77.0292","DC,MD,VA",Please call 202-829-4650. Directions vary based on your preference of site.,http://www.nps.gov/cwdw/index.htm,"Civil War Defenses of Washington sites will be open. For Updates, visit the parks alert section of the website.",Civil War Defenses of Washington,,1.0,20008,Washington,DC,US,,Civil War Defenses of Washington,Mailing,,3545 Williamsburg Lane N.W.,NPS,The Civil War Defenses Then & Now,Historic image of Fort Totten on layered on modern image.,Fort Totten Then & Now,https://www.nps.gov/common/uploads/structured_data/E709D662-E09B-D2CA-0D845DB9F7470E58.jpg,202-829-2163,kenya_finley@nps.gov
98,80B93073-3A9D-4BD8-A8F5-5CB84CD35FE1,https://www.nps.gov/clba/index.htm,Clara Barton National Historic Site,clba,"Clara Barton dedicated her life and energies to help others in times of need - both home and abroad, in peacetime as well as during military emergencies. Glen Echo was her home the last 15 years of her life, and the structure illustrates her dedication and concern for those less fortunate than herself. Sat. March 2, 2024 3:00 pm Free Performance Clara Barton, Red Cross Angel by Mary Ann Jung.",38.96762882,-77.14009689,"lat:38.96762882, long:-77.14009689",MD,"By Car: Capital Beltway (I-495), Maryland outer loop exit 40 Cabin John Parkway to Clara Barton Parkway; Virginia inner loop exit 41 Clara Barton Parkway East; follow Clara Barton Parkway to MacArthur Boulevard and Glen Echo exit, left onto MacArthur Boulevard, straight across traffic circle at Goldsboro Road, next left onto Oxford Road, end of street, parking lots on the left. By Metro: Red Line to Bethesda or Friendship Heights Station, transfer to Montgomery County Ride-On Bus # 29, Glen Echo stop.",http://www.nps.gov/clba/planyourvisit/directions.htm,"Weather for the Washington, D.C. area.",Clara Barton,National Historic Site,1.0,22101,McLean,VA,US,,700 George Washington Memorial Parkway Headquarters,Mailing,,,NPS Photo/Bruce Douglas,Red Cross Windows,Red Cross stained glass windows in room with stored furniture.,Red Cross windows in the third floor storage room.,https://www.nps.gov/common/uploads/structured_data/3C847E4B-1DD8-B71B-0BFC51CA50D5B973.jpg,3013201400,gwmp_clara_barton_nhs@nps.gov
99,1FC8F995-C4F2-4553-BDE4-BB43AAB12ED6,https://www.nps.gov/colo/index.htm,Colonial National Historical Park,colo,"On May 13, 1607, Jamestown was established as the first permanent English settlement in North America. Three cultures came together – European, Virginia Indian and African–to create a new society that would eventually seek independence from Great Britain. On October 19, 1781, American and French troops defeated the British at Yorktown in the last major battle of the American Revolutionary War.",37.22824435,-76.61998123,"lat:37.22824435, long:-76.61998123",VA,"For an internet map search or GPS, use the following: Yorktown Battlefield Visitor Center, 1000 Colonial Parkway, Yorktown, Virginia 23690. Historic Jamestowne Visitor Center, 1368 Colonial Parkway, Jamestown, Virginia 23081.",http://www.nps.gov/colo/planyourvisit/directions.htm,"During the summer season visitors should dress in light, comfortable clothing, wear comfortable shoes and use sunscreen. We recommended you carry a bottle of water with you. High temperatures and high humidity create higher risk of heat cramps, heat exhaustion and heatstroke. Most of the Historic site is out-of-doors and although not a great distance from an air-conditioned building, staying properly hydrated will help prevent these illnesses. During the fall visitors should have a light jacket available.",Colonial,National Historical Park,1.0,23690,Yorktown,VA,US,,P.O. Box 210,Mailing,,,National Park Service,Colonial Parkway,Colonial Parkway,The Colonial Parkway is a twenty-three mile scenic roadway stretching from the York River at Yorktown to the James River at Jamestown,https://www.nps.gov/common/uploads/structured_data/E78D791E-BAB9-E615-514C1D3AFFC90E13.jpg,7578982410,COLO_Info@nps.gov
100,EC5A2653-4470-46E7-8B57-30B8ADE46445,https://www.nps.gov/colm/index.htm,Colorado National Monument,colm,"Colorado National Monument preserves one of the grand landscapes of the American West. But this treasure is much more than a monument. Towering monoliths exist within a vast plateau and canyon panorama. You can experience sheer-walled, red rock canyons along the twists and turns of Rim Rock Drive, where you may spy bighorn sheep and soaring eagles.",39.05045016,-108.6920709,"lat:39.05045016, long:-108.6920709",CO,"Driving Westbound on Highway I-70 towards Grand Junction, Exit 31 (Horizon Drive). Follow signs through Grand Junction to the east entrance. The visitor center and campground are 19 miles from the east entrance. Eastbound on Highway I-70 take Exit 19 (Fruita). Turn south on Highway 340 to the west entrance, which is approximately three miles from Fruita. The visitor center and campground are four miles up from the west entrance.",http://www.nps.gov/colm/planyourvisit/directions.htm,"Spring: Daytime high temperatures 70-85 F (21-30 C), nighttime low temperature 30-50 F (-1 - +10 C). Summer: Daytime high temperatures can reach 100 F (38 C), afternoon thunderstorms common. Fall: Similar to spring temperatures, sudden changes in weather common. Snow can occur in October. Winter: Daytime highs vary from 10 - 45 F (-12 - +7 C). Snow common, patches of snow and ice stay around most of the winter.",Colorado,National Monument,1.0,81521,Fruita,CO,US,,1750 Rim Rock Drive,Mailing,,,NPS Photo,Balanced Rock,Rock spire with large boulder balancing on top.,Balanced Rock,https://www.nps.gov/common/uploads/structured_data/3C823FA5-1DD8-B71B-0B6B3CF608C1A6C9.jpg,9708582800,colm_info@nps.gov
101,42E23CFA-4849-43D1-B9C7-77509C0AB85B,https://www.nps.gov/colt/index.htm,Coltsville National Historical Park,colt,"When Samuel Colt started his Hartford factory on the banks of the Connecticut River in 1847, it followed years of mismanagement and failure. Soon, demand for Colt's revolver would change his fortunes and the Colt empire was born. Following Colt's untimely death in 1862, his wife, Elizabeth Colt, would lead the company to its legendary status, and influence Hartford for over 40 years.",42.4677505493,-73.203666687,"lat:42.4677505493, long:-73.203666687",CT,"Coltsville NHP is located in Hartford, Connecticut in the heart of the Sheldon/Charter Oak Neighborhood. See our directions page for how to get here.",http://www.nps.gov/colt/planyourvisit/directions.htm,Hartford experiences all four seasons. It is typically hot in the summer and cold in the winter with a pleasant spring and autumn.,Coltsville,National Historical Park,1.0,01105,Springfield,MA,US,,Coltsville National Historical Park,Mailing,"One Armory Square, Suite 2",c/o Springfield Armory National Historic Site,NPS Photo,Coltsville Worker Housing,A white stone building with multiple windows and three chimneys with green grass and a black fence.,Twenty worker houses were built behind the Colt Firearm Armory in 1856. These houses provided a living space for the workers of the Colt Factory.,https://www.nps.gov/common/uploads/structured_data/21D8D4BC-C880-F883-303F67A65143C1C1.jpeg,(860) 500-6078,colt@nps.gov
102,EEBA7225-7FF5-4B62-B60C-6BBC66351A4E,https://www.nps.gov/cong/index.htm,Congaree National Park,cong,"Astonishing biodiversity exists in Congaree National Park, the largest intact expanse of old growth bottomland hardwood forest remaining in the southeastern United States. Waters from the Congaree and Wateree Rivers sweep through the floodplain, carrying nutrients and sediments that nourish and rejuvenate this ecosystem and support the growth of national and state champion trees.",33.79187523,-80.74867805,"lat:33.79187523, long:-80.74867805",SC,"From Interstate 77, Exit 5 At Exit 5 turn onto SC Hwy 48 East/Bluff Road. Following the brown and white ""Congaree National Park"" directional signs, travel approximately 8 miles on and then take a slight right onto Old Bluff Road. Follow Old Bluff Road for 4.5 miles to the park entrance sign, which will be on the right. Proceed one mile to the Harry Hampton Visitor Center. Parking lots will be on the right.",http://www.nps.gov/cong/planyourvisit/directions.htm,"Check the forecast before getting on the road. Conditions can change rapidly within the park. Flooding can happen with little or no warning, so make sure to check water levels for Cedar Creek and the Congaree River.",Congaree,National Park,1.0,29061,Hopkins,SC,US,,100 National Park Road,Mailing,,,NPS,Congaree River,View of the Congaree River during the Fall,View of the Congaree River during the Fall,https://www.nps.gov/common/uploads/structured_data/3C862C60-1DD8-B71B-0BB65F7B652BA840.jpg,8037764396,cong_information@nps.gov
103,B2F2941A-1BC1-42ED-B02F-541EBC80AEE4,https://www.nps.gov/coga/index.htm,Constitution Gardens,coga,"Officially established in 1965, National Mall and Memorial Parks actually protects some of the older parkland in the National Park System. Areas within this premier park provide visitors with ample opportunities to commemorate presidential legacies; honor the courage and sacrifice of war veterans; and celebrate the United States commitment to freedom and equality.",38.8909354,-77.04409306,"lat:38.8909354, long:-77.04409306",DC,"Parking Because of limited parking availability, public transportation is recommended. Street parking is available on Constitution Ave. during posted hours. Bicycle Sidewalks and paved paths are open to bicycles in the park. Please walk your bicycle across the footbridge to Signers Island. Public Transportation Constitution Gardens is approximately 1 mile from three Metro stops: Foggy Bottom, Farragut West",http://www.nps.gov/coga/planyourvisit/directions.htm,Washington DC gets to see all four seasons. Humidity will make the temps feel hotter in summer and colder in winter. Spring (March - May) Temp: Average high is 65.5 degrees with a low of 46.5 degrees Summer (June - August) Temp: Average high is 86 degrees with a low of 68.5 degrees Fall (September - November) Temp: Average high is 68 degrees with a low of 51.5 degrees Winter (December - February) Temp: Average high is 45 degrees with a low of 30 degrees (Source: www.usclimatedata.com),Constitution Gardens,,1.0,20242,Washington,DC,US,,1100 Ohio Drive SW,Mailing,,,NPS,56 Signers of the Declaration of Independence Memorial,A low stone semicircle adjacent to a lake with the Washington Monument in the background.,The 56 Signers of the Declaration of Independence Memorial is on the island in the center of Constitution Gardens's pond.,https://www.nps.gov/common/uploads/structured_data/1D37C60C-C644-8175-4F808DC8319C24F5.jpg,2024266841,national_mall@nps.gov
104,6ED827FD-EA71-443E-83EE-9367FD14F940,https://www.nps.gov/coro/index.htm,Coronado National Memorial,coro,"It was a journey of conquest filled with exploration, wonder - and cruelty. Inspired by tales of vast cities of gold, 339 European soldiers and hundreds of Aztec allies embarked on an epic journey through arid deserts and rugged mountains. They encountered rich traditions and brought new technologies. The resulting collision and combination of cultures reverberates today.",31.34900397,-110.2561574,"lat:31.34900397, long:-110.2561574",AZ,From the city of Sierra Vista continue south on Hwy 92 about 20 miles and turn right onto S. Coronado Memorial Drive. Follow Coronado Memorial Drive (it will turn into E Montezuma Canyon Rd) 5 miles to the Visitor Center.,http://www.nps.gov/coro/planyourvisit/directions.htm,"Though the park shares a border with our southern neighbors, the elevation and the mountain ecosystem keep Coronado National Memorial relatively cool in the summer, and winter can bring snow. Summers are warm, with daytime temps in the 90s F (32-37 C) and low humidity in May, June, and July. The summer rainy season (monsoon) is between late June and early September. Monsoon thunderstorms can cause flash floods. Winter temps can fall below freezing at night, with highs 40-60 F (4-15 C).",Coronado,National Memorial,1.0,85615,Hereford,AZ,US,,4101 E Montezuma Canyon Road,Mailing,,,NPS,View from the cave trail,Rocky trail along a hillside with a tall stock of a blooming yucca.,View from the Coronado Cave trail.,https://www.nps.gov/common/uploads/structured_data/C475057C-F834-C7E4-75A8F1CB2EC43D08.jpg,5203665515,coro_interpretation@nps.gov
105,9F7919AF-7B0B-4FDB-98B7-9D0FB3B9E4F1,https://www.nps.gov/cowp/index.htm,Cowpens National Battlefield,cowp,"A pasturing area at the time of the battle, this Revolutionary War site commemorates the place where Daniel Morgan and his army turned the flanks of Banastre Tarleton's British army. This classic military tactic, known as a double envelopment, secured a patriot victory.",35.13160654,-81.80935433,"lat:35.13160654, long:-81.80935433",SC,"From I-85 S, take exit 83. Turn left on Hwy 110, approx. 8 miles. Turn right on Hwy 11. The park is about a half mile on the right. From I-85 N, take exit 92, turn right toward Chesnee on Hwy 11, approx.10 miles on the left. From I-26 E, take exit 5, turn left toward Chesnee on Hwy 11, approx. 20 miles on the right. From I-26 W, take I-85 North, take exit 83. Turn left on Hwy 110, approx. 8 miles. Turn right on Hwy 11. The park is about a half mile on the right.",http://www.nps.gov/cowp/,Temperatures for the area range from very hot and humid in the summer to cool and moderate in the winter. http://forecast.weather.gov/MapClick.php?lat=35.1346&lon=-81.7036#.VhkrZ-xVhBc,Cowpens,National Battlefield,1.0,29341,Gaffney,SC,US,,Cowpens National Battlefield,Mailing,,338 New Pleasant Road,Richard Crowley for NPS,Militiaman Firing Musket,Smoke puffs up from the vent and a flame shoots out of the muzzle as a militiaman fires his musket.,Militiaman Firing Musket,https://www.nps.gov/common/uploads/structured_data/3C79767D-1DD8-B71B-0B0AD92A2C7655DB.jpg,8644612828,COWP_information@nps.gov
106,7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,https://www.nps.gov/crla/index.htm,Crater Lake National Park,crla,"Crater Lake inspires awe. Native Americans witnessed its formation 7,700 years ago, when a violent eruption triggered the collapse of a tall peak. Scientists marvel at its purity—fed by rain and snow, it’s the deepest lake in the USA and one of the most pristine on Earth. Artists, photographers, and sightseers gaze in wonder at its blue water and stunning setting atop the Cascade Mountain Range.",42.94065854,-122.1338414,"lat:42.94065854, long:-122.1338414",OR,From the west (Medford) - Take Hwy 62 to the West Entrance. Open year-round. From the south (Klamath Falls) - Take Hwy 97 north to Hwy 62 to the South Entrance. Open year-round. The North Entrance is on Hwy 138 and is accessed from Interstate 5 east at Roseburg or Hwy 97 south from Bend and Chemult. Winter travelers from Roseburg take Route 138 east to Route 230 south to Route 62 east to the park's west entrance. Travelers from Bend take Route 97 south to Route 62 to the park's south entrance.,http://www.nps.gov/crla/planyourvisit/directions.htm,"July, August, and September are your best bets for warm, dry weather. In May, June, and October, sunny days alternate with periods of rain and snow. Winters at Crater Lake are long and snowy. Storms from the Pacific Ocean dump an annual average of 41 feet (13.5 meters) of snow at park headquarters. When it's raining or snowing, the lake is usually hidden by clouds. Crater Lake is completely invisible about 50% of the time in the winter!",Crater Lake,National Park,1.0,97604,Crater Lake,OR,US,,Crater Lake National Park,Mailing,,PO Box 7,NPS Photo,Clouds in the Caldera,Clouds in the Crater Lake Caldera,Clouds in the Crater Lake Caldera,https://www.nps.gov/common/uploads/structured_data/3C7B2D3B-1DD8-B71B-0B39E67A3DC57E94.jpg,5415943000,craterlake@nps.gov
